date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:44:44	4157/4157	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Aug%202024%2002:44:45%20GMT	https://static.wixstatic.com/media/b660a9_1cd5ce54d29245e6b0afccb19daf44bb~mv2.jpg/v1/fill/w_125,h_125,al_c,q_80,usm_0.66_1.00_0.01,blur_1,enc_auto/b660a9_1cd5ce54d29245e6b0afccb19daf44bb~mv2.jpg	D:/Web/sesic%20web/static.wixstatic.com/media/b660a9_1cd5ce54d29245e6b0afccb19daf44bb_mv2.jpg/v1/fill/w_125,h_125,al_c,q_80,usm_0.66_1.00_0.01,blur_1,enc_auto/b660a9_1cd5ce54d29245e6b0afccb19daf44bb_mv2.jpg	(from https://tianxinyu026.wixsite.com/perfect)
10:44:44	15446/15446	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202024%2002:44:45%20GMT	https://static.wixstatic.com/media/b660a9_9d32e07de9aa4acdbaee7ba4ef429628~mv2.png/v1/fill/w_96,h_96,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/bremen.png	D:/Web/sesic%20web/static.wixstatic.com/media/b660a9_9d32e07de9aa4acdbaee7ba4ef429628_mv2.png/v1/fill/w_96,h_96,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/bremen.png	(from https://tianxinyu026.wixsite.com/perfect)
10:44:45	9304/9304	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202024%2002:44:46%20GMT	https://static.wixstatic.com/media/b660a9_3dc2174b18cd40a38186676603ad624e~mv2.png/v1/fill/w_107,h_107,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/oppo.png	D:/Web/sesic%20web/static.wixstatic.com/media/b660a9_3dc2174b18cd40a38186676603ad624e_mv2.png/v1/fill/w_107,h_107,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/oppo.png	(from https://tianxinyu026.wixsite.com/perfect)
10:44:45	13573/13573	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202024%2002:44:46%20GMT	https://static.wixstatic.com/media/b660a9_795e01c0e8814c068d6163e3d1e42c8d~mv2.png/v1/fill/w_87,h_80,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/ucla.png	D:/Web/sesic%20web/static.wixstatic.com/media/b660a9_795e01c0e8814c068d6163e3d1e42c8d_mv2.png/v1/fill/w_87,h_80,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/ucla.png	(from https://tianxinyu026.wixsite.com/perfect)
10:44:45	14545/14545	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202024%2002:44:46%20GMT	https://static.wixstatic.com/media/b660a9_0e9240944616467c9c2e8205f5cfb037~mv2.png/v1/fill/w_172,h_86,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/hauwei.png	D:/Web/sesic%20web/static.wixstatic.com/media/b660a9_0e9240944616467c9c2e8205f5cfb037_mv2.png/v1/fill/w_172,h_86,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/hauwei.png	(from https://tianxinyu026.wixsite.com/perfect)
10:44:47	13025/13025	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b9b35687b73490c0be26d83ba4ff7cf4%22	https://static.parastorage.com/services/wix-thunderbolt/dist/webpack-runtime.b5eae09f.bundle.min.js	D:/Web/sesic%20web/static.parastorage.com/services/wix-thunderbolt/dist/webpack-runtime.b5eae09f.bundle.min.js	(from https://tianxinyu026.wixsite.com/perfect)
10:44:47	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	D:/Web/sesic%20web/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://tianxinyu026.wixsite.com/perfect)
10:44:48	374334/374334	---MCZ	200	added ('OK')	text/html	etag:W/%2270ead0299d6e0a2a096f5e08cae07bec%22	https://tianxinyu026.wixsite.com/perfect/careers	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/careers.html	(from https://tianxinyu026.wixsite.com/perfect)
10:44:48	3029/3029	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2002:44:49%20GMT	https://tianxinyu026.wixsite.com/sitemap.xml	D:/Web/sesic%20web/tianxinyu026.wixsite.com/sitemap.16.delayed	(from https://tianxinyu026.wixsite.com/perfect)
10:44:49	3029/3029	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2002:44:50%20GMT	https://tianxinyu026.wixsite.com/feed.xml	D:/Web/sesic%20web/tianxinyu026.wixsite.com/feed.17.delayed	(from https://tianxinyu026.wixsite.com/perfect)
10:44:49	3029/3029	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2002:44:51%20GMT	https://tianxinyu026.wixsite.com/${i.uri}	D:/Web/sesic%20web/tianxinyu026.wixsite.com/${i.18.delayed	(from https://tianxinyu026.wixsite.com/perfect)
10:44:50	122042/122042	---M-Z	200	added ('OK')	application/javascript	etag:W/%2256a52990fd14769a40db3890a3a5bf4b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.4a294b38.bundle.min.js	D:/Web/sesic%20web/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.4a294b38.bundle.min.js	(from https://tianxinyu026.wixsite.com/perfect)
10:44:50	209224/209224	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263c3ac2a9b3f863263f116c5a9e2fc2e%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.c07e8381.bundle.min.js	D:/Web/sesic%20web/static.parastorage.com/services/wix-thunderbolt/dist/main.c07e8381.bundle.min.js	(from https://tianxinyu026.wixsite.com/perfect)
10:44:50	166/166	---M--	200	added ('OK')	application/javascript	etag:%227276034de396f62e15b7cc118d61c360%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	D:/Web/sesic%20web/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	(from https://tianxinyu026.wixsite.com/perfect)
10:44:50	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	D:/Web/sesic%20web/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://tianxinyu026.wixsite.com/perfect)
10:44:51	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	D:/Web/sesic%20web/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://tianxinyu026.wixsite.com/perfect)
10:44:51	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	D:/Web/sesic%20web/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://tianxinyu026.wixsite.com/perfect)
10:44:51	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2002:44:52%20GMT	https://tianxinyu026.wixsite.com/decodeURIComponent(e	D:/Web/sesic%20web/tianxinyu026.wixsite.com/decodeURIComponent(e.1f.delayed	(from https://tianxinyu026.wixsite.com/perfect)
10:44:51	9800/9800	---M-Z	200	added ('OK')	application/javascript	etag:W/%227f6a360bf47f00b1714dc34cc20ec4bd%22	https://static.parastorage.com/services/tag-manager-client/1.875.0/siteTags.bundle.min.js	D:/Web/sesic%20web/static.parastorage.com/services/tag-manager-client/1.875.0/siteTags.bundle.min.js	(from https://tianxinyu026.wixsite.com/perfect)
10:44:52	30907/30907	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e646fa090a760653cfa56c727bb5a13%22	https://static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	D:/Web/sesic%20web/static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	(from https://tianxinyu026.wixsite.com/perfect)
10:44:53	2679/2679	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Aug%202024%2002:44:54%20GMT	https://static.wixstatic.com/media/b660a9_0c814ab8cfd54b3193a8478a05967fe3~mv2.jpg/v1/fill/w_147,h_79,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/b660a9_0c814ab8cfd54b3193a8478a05967fe3~mv2.jpg	D:/Web/sesic%20web/static.wixstatic.com/media/b660a9_0c814ab8cfd54b3193a8478a05967fe3_mv2.jpg/v1/fill/w_147,h_79,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/b660a9_0c814ab8cfd54b3193a8478a05967fe3_mv2.jpg	(from https://tianxinyu026.wixsite.com/perfect/technology)
10:44:54	3030/3030	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2002:44:55%20GMT	https://tianxinyu026.wixsite.com/perfect/robots.txt	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/robots.23.delayed	(from https://tianxinyu026.wixsite.com/perfect/technology)
10:44:54	260/260	---M--	200	added ('OK')	text/xml	etag:W/%22104-6GfhnL78nq9VHe4k4g8kkBdkOFs%22	https://tianxinyu026.wixsite.com/perfect/sitemap.xml	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/sitemap.xml	(from https://tianxinyu026.wixsite.com/perfect/technology)
10:44:55	3030/3030	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2002:44:56%20GMT	https://tianxinyu026.wixsite.com/perfect/feed.xml	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/feed.25.delayed	(from https://tianxinyu026.wixsite.com/perfect/technology)
10:44:55	3030/3030	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2002:44:56%20GMT	https://tianxinyu026.wixsite.com/perfect/${i.uri}	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/${i.26.delayed	(from https://tianxinyu026.wixsite.com/perfect/technology)
10:44:55	3030/3030	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2002:44:56%20GMT	https://tianxinyu026.wixsite.com/perfect/decodeURIComponent(e	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/decodeURIComponent(e.27.delayed	(from https://tianxinyu026.wixsite.com/perfect/technology)
10:44:56	3030/3030	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2002:44:58%20GMT	https://tianxinyu026.wixsite.com/perfect/c	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/c.28.delayed	(from https://tianxinyu026.wixsite.com/perfect/about)
10:44:57	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2002:44:58%20GMT	https://tianxinyu026.wixsite.com/perfect/t	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/t.29.delayed	(from https://tianxinyu026.wixsite.com/perfect/about)
10:44:58	84751/84751	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Aug%202024%2002:44:59%20GMT	https://static.wixstatic.com/media/b660a9_cabc14c0406d48c1b9ae7190e9d75eea~mv2.jpg/v1/crop/x_94,y_0,w_1592,h_2451/fill/w_400,h_616,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/sesicguys.jpg	D:/Web/sesic%20web/static.wixstatic.com/media/b660a9_cabc14c0406d48c1b9ae7190e9d75eea_mv2.jpg/v1/crop/x_94,y_0,w_1592,h_2451/fill/w_400,h_616,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/sesicguys.jpg	(from https://tianxinyu026.wixsite.com/perfect/about)
10:44:58	2127/2127	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Aug%202024%2002:44:59%20GMT	https://static.wixstatic.com/media/b660a9_d2cbf9b2a19d4700b3ec61073b6a0708~mv2.jpg/v1/fill/w_147,h_51,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/b660a9_d2cbf9b2a19d4700b3ec61073b6a0708~mv2.jpg	D:/Web/sesic%20web/static.wixstatic.com/media/b660a9_d2cbf9b2a19d4700b3ec61073b6a0708_mv2.jpg/v1/fill/w_147,h_51,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/b660a9_d2cbf9b2a19d4700b3ec61073b6a0708_mv2.jpg	(from https://tianxinyu026.wixsite.com/perfect/about)
10:44:58	11299/11299	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Aug%202024%2000:28:01%20GMT	https://static.wixstatic.com/media/c837a6_892d96f924374608aa5b536d2e4baf71~mv2.png/v1/fill/w_136,h_48,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/RCR-01.png	D:/Web/sesic%20web/static.wixstatic.com/media/c837a6_892d96f924374608aa5b536d2e4baf71_mv2.png/v1/fill/w_136,h_48,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/RCR-01.png	(from https://tianxinyu026.wixsite.com/perfect/about)
10:44:58	7651/7651	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Aug%202024%2000:28:02%20GMT	https://static.wixstatic.com/media/c837a6_41a30437c5b946cc9c4d48fe300106ed~mv2.png/v1/fill/w_132,h_28,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/TB_Review-01.png	D:/Web/sesic%20web/static.wixstatic.com/media/c837a6_41a30437c5b946cc9c4d48fe300106ed_mv2.png/v1/fill/w_132,h_28,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/TB_Review-01.png	(from https://tianxinyu026.wixsite.com/perfect/about)
10:44:58	6298/6298	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Aug%202024%2000:28:02%20GMT	https://static.wixstatic.com/media/c837a6_7a9b64de0c2d440da160ec83fd4312ad~mv2.png/v1/fill/w_136,h_18,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Finance-01.png	D:/Web/sesic%20web/static.wixstatic.com/media/c837a6_7a9b64de0c2d440da160ec83fd4312ad_mv2.png/v1/fill/w_136,h_18,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Finance-01.png	(from https://tianxinyu026.wixsite.com/perfect/about)
10:44:59	10550/10550	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202024%2002:45:00%20GMT	https://static.wixstatic.com/media/c837a6_9fe36d379ad5420fb2f7663fe6a1ff26~mv2.png/v1/fill/w_135,h_33,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Palo_Alto_Tribunal-01.png	D:/Web/sesic%20web/static.wixstatic.com/media/c837a6_9fe36d379ad5420fb2f7663fe6a1ff26_mv2.png/v1/fill/w_135,h_33,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Palo_Alto_Tribunal-01.png	(from https://tianxinyu026.wixsite.com/perfect/about)
10:45:00	16153/16153	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Aug%202024%2000:28:03%20GMT	https://static.wixstatic.com/media/c837a6_8842b707371246bf96beebdc0faa4ccb~mv2.png/v1/fill/w_136,h_95,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/London_post-01.png	D:/Web/sesic%20web/static.wixstatic.com/media/c837a6_8842b707371246bf96beebdc0faa4ccb_mv2.png/v1/fill/w_136,h_95,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/London_post-01.png	(from https://tianxinyu026.wixsite.com/perfect/about)
10:45:00	1350/1350	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202024%2000:28:04%20GMT	https://static.wixstatic.com/media/84770f_b277d32c4552480eb4068ee023b6402d~mv2.jpg/v1/fill/w_123,h_97,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_b277d32c4552480eb4068ee023b6402d~mv2.jpg	D:/Web/sesic%20web/static.wixstatic.com/media/84770f_b277d32c4552480eb4068ee023b6402d_mv2.jpg/v1/fill/w_123,h_97,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_b277d32c4552480eb4068ee023b6402d_mv2.jpg	(from https://tianxinyu026.wixsite.com/perfect/careers)
10:45:00	1815/1815	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202024%2000:28:05%20GMT	https://static.wixstatic.com/media/c837a6_dd610e0724af42ebbc47147f9fbbedf1~mv2.jpg/v1/fill/w_123,h_97,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_dd610e0724af42ebbc47147f9fbbedf1~mv2.jpg	D:/Web/sesic%20web/static.wixstatic.com/media/c837a6_dd610e0724af42ebbc47147f9fbbedf1_mv2.jpg/v1/fill/w_123,h_97,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_dd610e0724af42ebbc47147f9fbbedf1_mv2.jpg	(from https://tianxinyu026.wixsite.com/perfect/careers)
10:45:03	343278/343278	---MCZ	200	added ('OK')	text/html	etag:W/%22d7967c453a0582ab2f212c4a52c566ac%22	https://tianxinyu026.wixsite.com/perfect/electrical-engineer	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/electrical-engineer.html	(from https://tianxinyu026.wixsite.com/perfect/careers)
10:45:04	343373/343373	---MCZ	200	added ('OK')	text/html	etag:W/%22811017098a0fbdb9fd81fdc9b1043d96%22	https://tianxinyu026.wixsite.com/perfect/data-scientist	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/data-scientist.html	(from https://tianxinyu026.wixsite.com/perfect/careers)
10:45:06	343132/343132	---MCZ	200	added ('OK')	text/html	etag:W/%229ebaa693200ac4418d36bfb688110379%22	https://tianxinyu026.wixsite.com/perfect/artificial-intelligence-researcher	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/artificial-intelligence-researcher.html	(from https://tianxinyu026.wixsite.com/perfect/careers)
10:45:08	348389/348389	---MCZ	200	added ('OK')	text/html	etag:W/%225823c35b9b30c5b86d7a7df4e482012c%22	https://tianxinyu026.wixsite.com/perfect/deep-learning-engineer	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/deep-learning-engineer.html	(from https://tianxinyu026.wixsite.com/perfect/careers)
10:45:11	360314/360314	---MCZ	200	added ('OK')	text/html	etag:W/%22a66c188e3c88278e914333a68d2b567b%22	https://tianxinyu026.wixsite.com/perfect/submit-your-application	D:/Web/sesic%20web/tianxinyu026.wixsite.com/perfect/submit-your-application.html	(from https://tianxinyu026.wixsite.com/perfect/careers)
